Total_Males,Total_Females,Median_Age,Total_Pop,Total_White_People,Total_Afr_Am_People,Total_American_Ind_Alk_Ntv,Total_Asian,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Less_Highschool,Total_Bachelor_Holders,Median_Income,Total_Children,Total_Married_Households,Total_STEM,Total_Business_Degree,Below_Poverty_Level_LTM,Total_Wealthy_Households,Median_Household_Income,Gini_Index,Total_Veterans,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Information,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Median_Gross_Rent,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Total_Mexican_Origin,Total_Puerto_Rican_Origin,Total_Cuban_Origin,Total_Dominican_Origin,District_Name,CD,State_Id,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
431540,426929,36.9,858469,725937,13172,71102,11911,825548,17419,27845,50042,110562,27699,209680,170511,17491,30779,114071,12216,53017,0.4436,57865,39.4,436852,29093,32182,45422,45981,19976,6577,30383,37020,68994,32723,19103,675,443863,427913,15950,20608,2390,308,117,"Congressional District (at Large) (114th Congress), South Dakota",AL,46,SD,SD-AL-2016,39.9,57.9,31.7,61.5
349101,362932,43.2,712033,666283,18498,2775,4219,689810,13468,18125,85159,62919,21263,142490,140944,12522,20661,131414,5742,39081,0.4769,56357,41.3,304982,3614,20985,48096,39144,11824,4528,12999,24252,48489,31676,9606,643,323029,302977,20052,16084,1910,1140,26,"Congressional District 1 (114th Congress), Tennessee",01,47,TN,TN-01-2016,25.7,72.7,19.7,76.7
355366,376746,39.9,732112,652616,44246,1470,10732,695923,17789,31249,56728,87944,24692,153936,143920,15174,30655,108484,11215,49841,0.4717,53446,39.4,345344,2895,17821,35498,49366,16641,7084,20456,32945,50541,27148,11693,768,361380,342152,19228,16854,1763,467,517,"Congressional District 2 (114th Congress), Tennessee",02,47,TN,TN-02-2016,30.9,67.3,29.7,65.1
351984,374436,41.7,726420,618381,77430,3066,8589,695965,15347,24763,83990,71063,22502,152179,137698,12754,25872,132806,8342,43526,0.4823,50474,40.7,311006,2436,16900,48751,39037,21157,4473,18876,24650,39369,21679,11272,709,331654,307782,23872,16204,2842,783,290,"Congressional District 3 (114th Congress), Tennessee",03,47,TN,TN-03-2016,35.1,63.3,30.2,65.4
373439,381942,37.7,755381,641662,66705,1340,12465,711971,21556,36787,74658,70921,24775,177014,143657,10855,24157,112279,8188,49312,0.4485,47694,39.6,348816,4080,23391,59847,45337,22281,7389,19770,29010,41316,26299,11816,762,367252,345395,21857,29474,3207,1218,193,"Congressional District 4 (114th Congress), Tennessee",04,47,TN,TN-04-2016,33.1,65.3,27.4,68.6
366455,393345,34.9,759800,508896,185598,3232,21833,660113,62856,91342,63881,116489,28744,163712,120507,17862,42164,124598,15602,51554,0.4827,34467,36.9,399640,623,23775,32548,44740,19487,10171,30079,37229,57773,35292,16051,915,414985,395047,19938,41164,3838,1744,244,"Congressional District 5 (114th Congress), Tennessee",05,47,TN,TN-05-2016,55.9,42.5,56.5,38.2
366345,378732,40.9,745077,679204,32410,2875,6263,711892,18517,28178,71801,75274,25391,169797,153329,15528,25265,100074,8763,47227,0.4475,51866,41.6,334390,6180,22791,49793,37903,21711,4697,17060,24642,43870,25815,14584,752,352145,333920,18225,19066,1470,2362,507,"Congressional District 6 (114th Congress), Tennessee",06,47,TN,TN-06-2016,29.5,69.1,23.7,72.6
373757,380093,37.4,753850,637054,79375,1992,15353,709428,13928,31063,58095,89409,26089,188058,153505,16824,36463,100211,16199,53238,0.4891,60954,40.8,318570,4067,20053,45310,37482,14533,6592,19786,28675,46556,18967,15556,816,338808,317364,21444,16787,10163,1712,588,"Congressional District 7 (114th Congress), Tennessee",07,47,TN,TN-07-2016,32.9,65.7,28.2,67.5
343379,366368,40.2,709747,528624,145617,2071,14280,680388,13348,24361,59417,83117,27117,167069,140922,14422,33963,97694,15152,55100,0.4909,47681,42.1,318226,4464,16002,45324,40878,23048,3780,16053,28925,46862,20015,16469,748,332989,316839,16150,14065,1642,512,0,"Congressional District 8 (114th Congress), Tennessee",08,47,TN,TN-08-2016,32.9,66.1,30.7,66.3
334863,371016,33.9,705879,196616,460533,473,13341,654672,33999,45702,70076,62844,22274,179545,78519,10410,25971,170340,4809,37388,0.4790,35926,38.2,317840,474,17081,25712,36387,42850,5994,15951,25280,42065,25371,12517,836,349506,315606,33900,35284,1539,2459,272,"Congressional District 9 (114th Congress), Tennessee",09,47,TN,TN-09-2016,78.4,20.9,77.5,19.8
350682,365079,37.3,715761,555148,128512,1676,7624,663144,35497,48597,82635,63536,23175,176423,126757,12412,21834,125417,8180,46537,0.4779,43517,39.4,298086,17370,20978,29409,37578,14054,4327,13365,33291,48486,19872,10125,792,315956,295654,20302,112327,2343,211,0,"Congressional District 1 (114th Congress), Texas",01,48,TX,TX-01-2016,27.5,71.6,25.3,72.2
377289,376574,35.6,753863,506873,88458,3250,60306,583996,91455,158853,60271,127884,36623,177483,140838,17773,50706,76679,31079,74246,0.4728,34567,39.6,398374,19512,32272,38658,37548,26044,6044,30091,36126,37632,27221,10051,1134,415208,396894,18314,172517,4906,3660,335,"Congressional District 2 (114th Congress), Texas",02,48,TX,TX-02-2016,35.6,62.9,43.1,52.4
402797,416829,36.7,819626,576314,72287,6211,122456,630066,97845,175863,35862,181003,42159,218545,176249,25753,75716,53052,36137,86565,0.4339,35514,41.3,425586,3550,19663,39199,49859,12358,15644,48465,39004,46893,29402,10174,1200,441410,425172,16238,96393,4845,1602,901,"Congressional District 3 (114th Congress), Texas",03,48,TX,TX-03-2016,34.2,64.3,40.6,54.8
358181,367031,39.1,725212,582296,76981,6955,6591,675152,30605,44070,68740,63427,25183,177623,140584,9577,22131,111259,10238,47850,0.4782,52132,41.4,310435,9605,26354,39861,40815,14900,3881,17083,26893,42756,17431,14876,765,330047,309251,20796,85807,2505,656,0,"Congressional District 4 (114th Congress), Texas",04,48,TX,TX-04-2016,24.8,74.0,21.8,75.4
377622,366256,36.0,743878,555400,115318,2599,15108,622801,84271,113948,97772,64987,24198,191432,119970,8473,24739,126268,8366,46900,0.4616,39776,39.4,327931,7569,31511,29342,40685,19405,8826,19225,24879,37473,28790,13719,818,347465,327554,19911,186537,2132,352,371,"Congressional District 5 (114th Congress), Texas",05,48,TX,TX-05-2016,34.4,64.5,34.3,62.7
359182,383817,34.9,742999,487734,153479,5661,36287,637339,49151,94591,60342,99324,31439,193112,135871,14451,38005,83408,13561,62290,0.4263,41008,40.0,371688,4434,21691,38410,47794,26807,8064,30929,34991,46893,21852,12906,1010,389214,370461,18753,142862,6742,641,137,"Congressional District 6 (114th Congress), Texas",06,48,TX,TX-06-2016,40.8,57.9,41.9,54.2
388459,389181,34.7,777640,540604,94722,899,80182,528841,156709,236351,56654,147679,40081,205648,149435,20872,62948,93348,44982,71337,0.5350,25756,39.3,396313,23125,24567,33735,37835,18611,5616,31782,33900,39522,30060,7320,1127,415661,396289,19372,150733,5587,4714,1435,"Congressional District 7 (114th Congress), Texas",07,48,TX,TX-07-2016,38.6,59.9,48.5,47.1
408184,394003,36.7,802187,651072,63616,5196,23507,698041,59134,94899,76044,101192,31092,201498,152857,13767,35347,87053,24718,64196,0.4844,49921,40.6,349821,22582,27413,32816,40281,21812,6432,20399,31377,32125,19405,16093,1005,368375,349344,19031,138578,3198,1018,1034,"Congressional District 8 (114th Congress), Texas",08,48,TX,TX-08-2016,21.7,77.0,23.9,72.7
381937,400617,32.4,782554,284312,297672,1961,93683,499241,173609,275152,108776,80397,23794,206270,107978,17478,28123,155661,6174,43572,0.4499,24899,37.6,387105,7913,37737,20937,52225,25614,4341,23845,32319,55951,33525,9853,898,414657,386836,27821,176637,2607,8793,389,"Congressional District 9 (114th Congress), Texas",09,48,TX,TX-09-2016,78.0,21.1,79.3,18.0
391020,401750,35.8,792770,584533,88867,2684,45286,644288,85997,138099,68636,133390,34283,204973,153158,14850,45436,78614,28521,70494,0.4822,38094,40.9,399263,15348,32282,39122,40908,20926,7885,27736,38209,39732,26035,17503,1082,413525,395951,17574,176499,3709,5181,1237,"Congressional District 10 (114th Congress), Texas",10,48,TX,TX-10-2016,38.8,59.1,43.2,52.3
384620,376533,35.3,761153,674009,28421,2492,8208,680708,43769,72141,88009,71946,26985,191230,138502,12178,22357,94962,14516,56334,0.4801,46266,38.9,343800,46226,27974,22724,39431,20094,4375,15741,29561,41227,23895,11635,913,357776,342786,14990,268072,2426,1350,176,"Congressional District 11 (114th Congress), Texas",11,48,TX,TX-11-2016,19.6,79.2,19.1,77.8
380909,407472,35.8,788381,634544,66255,5002,31483,697181,43632,78664,60362,105331,31014,199077,143700,14908,39991,88886,18256,62274,0.4640,51454,39.3,378604,10793,22679,42640,49677,29421,5853,20608,32417,47704,25020,16481,975,402385,377109,25276,143935,9454,1477,282,"Congressional District 12 (114th Congress), Texas",12,48,TX,TX-12-2016,31.7,66.8,32.7,62.9
360363,347002,36.2,707365,608286,37404,5537,15239,636554,44245,65085,79499,65766,25372,176433,129765,10053,18862,105172,7593,49281,0.4515,42556,39.0,314910,24606,24154,27538,38417,16221,4573,13511,29387,41082,27722,14569,753,328314,313365,14949,173336,3072,520,0,"Congressional District 13 (114th Congress), Texas",13,48,TX,TX-13-2016,18.5,80.2,16.9,79.9
375676,364201,37.1,739877,529292,146451,2514,19595,653224,46143,77437,74338,80320,30216,180598,130482,15344,24504,103715,16403,57520,0.4765,45598,40.2,325917,5950,35447,40636,32713,14287,3569,16413,30270,44221,25557,15016,865,349240,325045,24195,154073,6166,1198,82,"Congressional District 14 (114th Congress), Texas",14,48,TX,TX-14-2016,39.5,59.3,38.4,58.2
379439,386903,30.7,766342,635560,16199,1945,8139,580383,126434,174596,140517,56614,20177,238430,117367,10025,19715,206261,6067,41993,0.4763,27897,38.6,300991,14011,19937,20898,42426,16111,2549,11960,34721,47042,22325,14060,741,324813,300116,24697,590711,3713,762,396,"Congressional District 15 (114th Congress), Texas",15,48,TX,TX-15-2016,57.4,41.5,56.7,40.0
365833,375329,32.3,741162,622206,31393,5020,10612,547168,94102,173997,91406,77778,22278,204420,118806,10304,28983,134274,3962,45316,0.4398,49945,37.9,307397,3382,13986,19945,37103,20913,5200,17685,36765,38263,26982,25535,760,326890,306695,20195,556760,8746,332,625,"Congressional District 16 (114th Congress), Texas",16,48,TX,TX-16-2016,64.2,34.5,67.9,27.2
371868,378272,32.5,750140,565093,99567,3416,37839,649923,66166,91837,62441,91284,25082,173009,126823,11448,26249,129445,10395,51024,0.4693,42418,36.1,357797,11389,24405,30823,42311,16370,6135,21730,51590,38402,27122,19261,921,370952,354377,16575,159404,3826,1506,1327,"Congressional District 17 (114th Congress), Texas",17,48,TX,TX-17-2016,37.7,60.4,38.8,56.3
377475,387147,32.3,764622,381474,278538,2727,29771,589123,118901,168210,119923,65329,23839,201288,93806,8183,26733,175824,8462,43100,0.4883,25784,37.8,352050,9836,36123,32834,40264,29646,5932,18186,25917,36992,25792,9171,881,374451,348273,26178,251216,4384,3848,723,"Congressional District 18 (114th Congress), Texas",18,48,TX,TX-18-2016,76.1,22.8,76.5,20.0
367913,357604,32.7,725517,600553,43313,7403,9487,663633,35495,53800,78403,59262,23128,182181,116825,8099,18565,118173,7676,47305,0.4590,39269,35.9,321858,24149,23382,19440,40704,17859,5085,17235,37742,47403,26034,13316,793,332580,318553,14027,242872,1956,685,461,"Congressional District 19 (114th Congress), Texas",19,48,TX,TX-19-2016,25.0,73.6,23.5,72.5
377211,397310,31.6,774521,639628,46589,8547,23031,649991,67865,109328,91247,74606,24270,206299,108658,14970,24249,135966,5742,49404,0.4520,56288,36.9,349049,4105,28379,21364,41531,12906,6167,33511,34370,48311,38466,15637,890,369092,346475,22617,473470,10141,2108,261,"Congressional District 20 (114th Congress), Texas",20,48,TX,TX-20-2016,58.9,39.7,61.0,34.3
383384,387985,38.1,771369,660352,31532,2512,28798,680572,43621,75768,41080,155347,32384,152894,144676,20947,52380,67384,25244,65254,0.4697,65541,38.9,389033,7406,22790,21702,43420,15122,10315,31052,37634,45003,33694,23007,1098,404179,386677,17502,185865,5809,1734,531,"Congressional District 21 (114th Congress), Texas",21,48,TX,TX-21-2016,37.9,59.8,42.5,52.5
420152,441418,35.3,861570,521647,119408,3562,155780,628875,96559,221800,51235,150759,41097,240228,173468,26477,63862,57800,42329,95048,0.4230,35150,40.6,422996,22862,24152,43273,47932,21352,6033,28771,40933,62255,19802,13077,1229,438827,422793,16034,170001,3902,2479,1373,"Congressional District 22 (114th Congress), Texas",22,48,TX,TX-22-2016,36.7,62.1,44.2,52.1
375978,371754,33.1,747732,633568,23581,5010,11285,605253,78258,125544,111026,62725,23116,211327,125001,11426,22372,126762,12046,53917,0.4805,45744,38.9,302764,19643,25668,18541,33780,21598,3959,21516,27230,38214,22499,20196,822,325424,302384,23040,490191,5072,754,65,"Congressional District 23 (114th Congress), Texas",23,48,TX,TX-23-2016,48.1,50.7,49.8,46.4
380646,399322,35.6,779968,514185,81222,3756,105649,584053,111922,183200,51277,149060,36880,188249,141691,20121,69454,69617,30786,68161,0.4775,35654,39.9,434492,4618,23186,34478,47265,33460,14265,47322,28096,43648,34350,8931,1054,449411,434129,15282,137039,8432,2728,604,"Congressional District 24 (114th Congress), Texas",24,48,TX,TX-24-2016,38.0,60.4,44.5,50.7
372928,389106,36.9,762034,641246,54062,3128,20204,688690,30878,58342,49995,121090,31713,182395,151443,15682,38356,80686,25150,65706,0.4915,56535,40.6,347478,9489,25214,30312,37682,14591,7518,22316,38048,38460,21622,22008,1026,359112,343443,15669,110339,6790,1835,0,"Congressional District 25 (114th Congress), Texas",25,48,TX,TX-25-2016,37.8,59.9,40.2,55.1
404599,413526,34.5,818125,642089,67318,3072,52903,704767,57089,101565,38938,145858,35804,224089,166493,16341,65447,57620,24738,79738,0.4209,43971,39.8,428261,4887,22336,34385,52419,26459,12418,38366,44599,38965,33738,14786,1134,445355,426173,19182,111268,5347,1144,230,"Congressional District 26 (114th Congress), Texas",26,48,TX,TX-26-2016,30.7,67.6,34.4,60.9
361465,373248,35.9,734713,624315,37044,3378,11867,662279,45126,65694,90414,62086,24534,186126,130108,8990,19652,123924,9390,50764,0.4646,52123,39.3,328831,16831,32366,30071,40904,16674,3579,16241,28155,43509,29744,17552,877,349317,327593,21724,355663,3695,1440,211,"Congressional District 27 (114th Congress), Texas",27,48,TX,TX-27-2016,38.2,60.5,36.5,60.1
355013,369954,31.9,724967,646435,28284,1667,8244,548137,111410,160881,123423,52409,20993,225925,111030,7505,19844,183885,7260,45054,0.4748,35993,39.2,288375,12528,24552,10789,35516,25287,3256,14770,30369,41245,21811,17670,805,313541,287716,25825,534128,8724,212,752,"Congressional District 28 (114th Congress), Texas",28,48,TX,TX-28-2016,60.3,38.7,58.3,38.5
383153,375618,29.5,758771,586456,83124,3078,12126,498128,189159,251792,170063,30015,22419,239164,102632,3953,10399,192699,2157,40871,0.4246,18366,36.7,331514,4297,61609,38566,39227,27895,2935,12061,18954,29118,28328,6321,816,352196,331339,20857,510600,3417,1849,1004,"Congressional District 29 (114th Congress), Texas",29,48,TX,TX-29-2016,65.9,33.0,71.1,25.4
364242,390140,32.8,754382,365572,329176,3203,11854,610438,96498,136491,114485,63110,23893,210518,97179,9321,25699,177452,5815,42439,0.4786,29272,38.2,336394,2099,34391,29095,37627,27118,4866,25790,26123,39545,26483,11404,913,357646,334814,22832,265611,3398,1012,332,"Congressional District 30 (114th Congress), Texas",30,48,TX,TX-30-2016,79.6,19.6,79.1,18.3
398015,406959,34.2,804974,612747,92093,2925,38512,695242,42957,85360,40774,119647,31358,216875,152536,15672,41495,85568,13793,65377,0.4316,71974,38.4,373095,4315,23504,36030,42223,14303,8174,25685,35164,50341,23885,24000,995,393960,370756,23204,155500,13920,1625,1418,"Congressional District 31 (114th Congress), Texas",31,48,TX,TX-31-2016,38.3,59.6,40.8,53.5
368008,380518,35.4,748526,517165,102985,2639,58002,586128,96173,154831,65609,136704,33360,179341,135524,16403,59514,95128,29596,66375,0.5246,32149,38.8,396159,4582,26756,32617,45575,16381,13911,38652,34008,44408,28679,7050,1084,412448,395185,17263,161115,2818,1820,691,"Congressional District 32 (114th Congress), Texas",32,48,TX,TX-32-2016,41.5,57.0,48.5,46.6
377805,362518,30.0,740323,503652,121258,2178,14588,484786,194407,248018,182033,33244,21580,233243,94770,4011,12013,181573,2776,39246,0.4213,17788,37.3,323813,3704,56262,39900,32245,20590,3253,14958,17766,25541,36000,6081,819,344488,323112,21376,433599,2586,1187,575,"Congressional District 33 (114th Congress), Texas",33,48,TX,TX-33-2016,72.0,27.1,72.9,23.7
357146,373761,32.2,730907,674766,10181,1967,4473,584180,95429,140042,143436,45094,17943,219693,113369,7261,11264,209455,4727,35642,0.4997,27486,38.6,261555,15683,19712,13886,34761,13320,3378,10678,32018,43736,18254,13746,650,283960,260504,23456,583260,1600,689,162,"Congressional District 34 (114th Congress), Texas",34,48,TX,TX-34-2016,60.8,38.3,59.2,37.7
417801,406108,31.4,823909,627734,72409,5578,15122,665168,107737,143510,118174,67728,22427,212478,104106,7929,20107,167628,3122,43831,0.4284,44003,35.5,393642,3973,43777,21130,50297,18419,8804,20801,29455,43890,47213,19502,952,411255,389537,21718,454403,13031,3366,696,"Congressional District 35 (114th Congress), Texas",35,48,TX,TX-35-2016,63.0,34.6,64.1,30.5
368418,362856,36.9,731274,601057,70454,3600,14982,649576,49563,72939,77303,60335,29648,180267,137021,10142,15446,94899,12783,56885,0.4522,45573,40.5,318524,12050,35602,47288,32773,20601,1831,13467,32467,31927,21192,13939,862,343853,318148,25705,149654,2659,357,52,"Congressional District 36 (114th Congress), Texas",36,48,TX,TX-36-2016,25.7,73.2,25.2,72.0
371546,368851,30.3,740397,663032,7703,7885,10237,688146,27191,44277,34210,84367,27766,231193,145039,13435,25087,78620,9194,63334,0.4150,35123,36.5,344237,10975,21923,49199,40555,15258,5182,18393,35010,32493,20364,27091,832,359148,342955,16193,72223,1922,470,960,"Congressional District 1 (114th Congress), Utah",01,49,UT,UT-01-2016,20.4,77.4,22.4,49.7
378030,372177,32.7,750207,628272,9106,8903,22020,671768,42736,73468,43701,88075,26209,208436,139276,16855,26211,99400,11914,55339,0.4512,35700,36.4,349028,7563,22318,37937,44043,17272,7146,21344,36586,37615,29148,17367,876,361503,347115,14388,83723,3211,1085,992,"Congressional District 2 (114th Congress), Utah",02,49,UT,UT-02-2016,29.2,68.0,32.0,46.0
374233,369068,27.5,743301,672818,4282,12657,15507,686066,30997,49880,26445,106955,24708,234485,144016,15545,29239,88898,14025,66007,0.4445,22350,34.3,347062,4051,22670,28995,42587,11486,9549,23768,46390,39758,24330,11873,970,351737,338339,13398,51604,1151,226,123,"Congressional District 3 (114th Congress), Utah",03,49,UT,UT-03-2016,19.5,78.3,23.3,47.2
382574,379440,31.2,762014,647218,13433,5962,21181,677555,48030,76842,43410,88905,30490,238219,136472,15075,27824,64936,8508,67632,0.3819,26171,37.0,374010,5291,28607,43903,46991,19238,8642,31900,26696,39999,27121,15402,1002,386952,373296,13656,90580,3573,519,1089,"Congressional District 4 (114th Congress), Utah",04,49,UT,UT-04-2016,30.2,67.2,32.4,39.1
308552,317490,43.1,626042,593056,7996,2698,8627,590845,12783,28247,36469,97824,28825,120160,123509,14414,19473,61314,10799,56990,0.4452,40244,42.3,327841,7978,23105,35990,37554,11140,7587,15579,43640,49055,21705,15776,923,332284,320368,11916,2783,1956,738,149,"Congressional District (at Large) (114th Congress), Vermont",AL,50,VT,VT-AL-2016,67.0,31.2,56.7,30.3
379691,391546,38.5,771237,555237,135274,2592,27772,687838,29047,65763,46150,103842,35072,188582,159088,11332,36062,49650,22262,77593,0.4093,87245,41.2,363121,2230,28431,22089,41396,14620,5378,20876,31352,40879,22625,49192,1283,378055,360571,17484,15453,11938,1686,1369,"Congressional District 1 (114th Congress), Virginia",01,51,VA,VA-01-2016,43.4,55.3,41.2,53.6
375465,373024,35.1,748489,496906,164657,2603,39798,668562,23733,59482,43073,98243,31113,159786,130381,14713,33469,71679,12079,62006,0.4217,91998,37.4,349128,3320,23922,29535,39504,11502,6821,23003,33577,43116,34135,32963,1159,367306,346703,20603,20205,18944,2635,2103,"Congressional District 2 (114th Congress), Virginia",02,51,VA,VA-02-2016,48.2,50.5,45.4,48.8
354180,384048,33.2,738228,259459,421775,4949,13193,690163,20213,35808,67806,76148,23758,159810,83307,10439,21045,157996,5973,41152,0.4773,69061,35.0,332455,957,17376,29142,42942,18307,5349,19566,30517,48026,30139,25961,921,359819,328948,30871,15673,8482,1872,1390,"Congressional District 3 (114th Congress), Virginia",03,51,VA,VA-03-2016,67.6,31.3,63.6,31.9
