,B01001_002E,B01001_026E,B01002_001E,B01003_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B03002_012E,B05001_002E,B05001_006E,B05012_003E,B06009_002E,B06009_005E,B06011_001E,B09001_001E,B11001_003E,B15012_009E,B15012_010E,B17001_002E,B19001_017E,B19013_001E,B19083_001E,B21001_002E,B23013_001E,B24050_001E,B24050_002E,B24050_005E,B24050_006E,B24050_008E,B24050_009E,B24050_012E,B24050_013E,B24050_021E,B24050_022E,B24050_025E,B24050_027E,B25031_001E,B28007_002E,B28007_003E,B28007_009E,C03001_004E,C03001_005E,C03001_006E,C03001_007E,District_Name,CD,State_Id,State,CD_Id,Incumbent_Rep_Party,Clinton_2016,Trump_2016,Obama_2012,Romney_2012,Obama_2008,McCain_2008,State_AB
214,379691,391546,38.5,771237,555237,135274,2592,27772,72456,687838,29047,65763,46150,103842,35072,188582,159088,11332,36062,49650,22262,77593,0.4093,87245,41.2,363121,2230,28431,22089,41396,14620,5378,20876,31352,40879,22625,49192,1283,378055,360571,17484,15453,11938,1686,1369,"Congressional District 1 (114th Congress), Virginia",01,51,VA,VA-01,R,41.2,53.6,43.4,55.3,43.8,55.4,VA
215,375465,373024,35.1,748489,496906,164657,2603,39798,59560,668562,23733,59482,43073,98243,31113,159786,130381,14713,33469,71679,12079,62006,0.4217,91998,37.4,349128,3320,23922,29535,39504,11502,6821,23003,33577,43116,34135,32963,1159,367306,346703,20603,20205,18944,2635,2103,"Congressional District 2 (114th Congress), Virginia",02,51,VA,VA-02,D,45.4,48.8,48.2,50.5,47.9,51.1,VA
216,354180,384048,33.2,738228,259459,421775,4949,13193,43751,690163,20213,35808,67806,76148,23758,159810,83307,10439,21045,157996,5973,41152,0.4773,69061,35.0,332455,957,17376,29142,42942,18307,5349,19566,30517,48026,30139,25961,921,359819,328948,30871,15673,8482,1872,1390,"Congressional District 3 (114th Congress), Virginia",03,51,VA,VA-03,D,63.6,31.9,67.6,31.3,65.4,33.9,VA
217,373228,380671,38.5,753899,463704,237082,2416,17159,40788,700382,20348,39451,57474,88242,31141,174432,139944,15517,33718,78319,11818,62796,0.4141,75457,41.1,346106,3751,25720,33680,39294,18141,5525,22506,31231,47617,23607,29049,1061,367618,345370,22248,16108,10602,765,501,"Congressional District 4 (114th Congress), Virginia",04,51,VA,VA-04,D,58.7,37.1,60.3,38.5,60.1,39.1,VA
218,362520,374331,42.6,736851,557109,144322,811,13319,25120,700221,16558,30823,73295,77177,25648,146818,143319,14234,21992,98763,11842,50612,0.4709,55118,41.5,339381,6428,25606,31236,38114,14877,4768,15540,43159,51924,23790,17910,806,354899,335429,19470,11367,3296,1150,1012,"Congressional District 5 (114th Congress), Virginia",05,51,VA,VA-05,R,42.3,53.4,45.9,52.5,46.8,52.2,VA
219,364656,380711,39.9,745367,622696,81602,1742,13591,38565,695013,26137,40657,66816,82579,24424,151987,135878,13820,23368,113115,7256,49220,0.4412,51199,39.8,344319,5721,24826,38728,42225,15803,5605,19352,36731,50243,28285,13382,805,355733,337382,18351,15018,5974,2742,388,"Congressional District 6 (114th Congress), Virginia",06,51,VA,VA-06,R,34.9,59.7,39.5,58.8,41.2,57.7,VA
220,376401,402079,39.9,778480,583577,119185,2039,39265,49532,698763,37207,71042,46404,135388,35787,180328,159823,19884,45529,52722,26984,74889,0.4420,54159,42.2,402412,4117,25958,22693,48889,18427,7709,42150,38425,54509,25213,23263,1142,421706,400797,20909,12157,6312,997,2146,"Congressional District 7 (114th Congress), Virginia",07,51,VA,VA-07,D,44.0,50.5,44.1,54.6,44.9,54.3,VA
221,404543,403809,35.5,808352,513375,108033,1296,95876,161845,543943,128882,243855,57472,166636,51077,173459,139139,19906,63030,60698,52931,100644,0.4317,50741,37.9,466344,1078,29868,10640,32502,13136,12123,32830,35956,38177,35106,71064,1709,487660,465319,22341,15340,8362,1874,1915,"Congressional District 8 (114th Congress), Virginia",08,51,VA,VA-08,D,73.5,20.9,67.8,31.0,66.3,32.8,VA
222,356267,364180,42.0,720447,654260,40573,404,9679,16628,697558,11777,18764,85646,64308,21789,136324,138786,11400,17053,127965,6200,42174,0.4774,45760,39.8,298321,9675,15078,44907,38980,12896,3973,13142,36757,43701,16303,12591,663,314711,294936,19775,7571,2782,546,324,"Congressional District 9 (114th Congress), Virginia",09,51,VA,VA-09,R,27.3,68.8,34.9,63.1,39.7,58.9,VA
223,399762,407908,37.9,807670,571749,55652,2250,113994,105618,616014,71707,172689,40677,164178,46561,216800,174055,20591,61332,41499,59610,114793,0.4363,51053,42.5,421067,3473,25504,20058,39194,18408,15061,26638,36885,39911,24482,33732,1520,434931,419901,15030,26968,8293,2094,1387,"Congressional District 10 (114th Congress), Virginia",10,51,VA,VA-10,D,52.2,42.2,48.8,49.9,49.6,49.6,VA
224,379613,394360,36.4,773973,439979,104676,1671,140830,139490,512042,113931,240292,44948,152476,45452,181488,146088,20106,56419,56940,43130,105031,0.4045,56085,40.3,418946,814,21922,10260,37890,13950,10648,26701,37683,43270,30399,47736,1752,438257,416902,21355,18364,10192,2723,1941,"Congressional District 11 (114th Congress), Virginia",11,51,VA,VA-11,D,66.9,27.5,62.5,36.3,60.7,38.5,VA
225,360336,352715,39.3,713051,565909,8574,8170,72480,65521,588846,62919,114359,31297,136276,39458,166483,157844,15825,40940,54659,33829,86349,0.4434,42627,42.1,357023,6214,24622,47638,38688,15910,11126,21346,26566,38840,17821,15481,1371,371865,356089,15776,50828,2338,520,233,"Congressional District 1 (114th Congress), Washington",01,53,WA,WA-01,D,54.1,37.8,54.1,43.3,56.3,41.9,WA
226,358262,368689,37.4,726951,569002,20254,8692,61803,76094,601358,55517,109196,39804,103994,30904,155138,132999,15063,26603,84082,12342,65000,0.4275,56729,38.8,350147,4462,23183,52598,44922,17156,7455,18505,26585,43234,25226,14603,1132,370427,348973,21454,56114,2413,622,283,"Congressional District 2 (114th Congress), Washington",02,53,WA,WA-02,D,56.9,34.8,59.2,38.0,60.5,37.6,WA
227,352670,358899,39.9,711569,619340,10500,5846,23015,66679,644706,30330,57549,49012,76169,29176,169879,138840,12616,21465,86853,10308,57331,0.4348,58696,41.3,314789,5458,27281,36583,36774,22641,6005,18250,22968,40904,22626,15945,979,333852,314325,19527,53519,2073,1333,0,"Congressional District 3 (114th Congress), Washington",03,53,WA,WA-03,R,42.5,49.9,47.9,49.6,50.9,47.1,WA
228,358058,351640,33.8,709698,560187,6207,16292,9596,272713,589131,84344,115209,91179,57232,25562,207354,129149,10018,15905,118675,7525,52351,0.4352,38618,38.6,306145,45523,19267,26834,29208,19904,2907,10561,23826,37271,21648,13483,777,325801,305737,20064,257434,874,77,358,"Congressional District 4 (114th Congress), Washington",04,53,WA,WA-04,R,35.1,57.9,37.9,59.7,39.2,58.9,WA
229,346928,349498,37.6,696426,614050,10474,11024,16280,43664,642996,21710,40877,35774,80651,23907,149461,131660,15075,23568,110107,7338,47053,0.4589,61552,38.8,297034,8289,16445,26441,36921,13251,4337,18187,36378,46686,19785,13963,769,315292,292400,22892,33321,2378,463,0,"Congressional District 5 (114th Congress), Washington",05,53,WA,WA-05,R,39.1,52.2,43.7,53.5,46.3,51.2,WA
230,342334,338569,42.5,680903,559656,21915,14522,26516,49160,623090,16703,45233,36268,87754,28634,130467,131045,14713,20526,78305,11612,58410,0.4381,77486,40.1,286382,5234,20029,27049,31092,13767,3784,13398,24746,39015,24809,26095,956,307705,285591,22114,28994,4775,888,767,"Congressional District 6 (114th Congress), Washington",06,53,WA,WA-06,D,51.8,39.5,56.1,41.2,57.0,40.9,WA
231,375919,370398,37.1,746317,548756,36063,5057,82694,53697,612462,61407,120338,28682,194544,41809,117274,131330,27967,48900,79431,41388,80119,0.4644,38751,37.2,437018,1323,18309,28943,52097,14958,16053,27820,47112,57541,33836,11650,1338,452813,432500,20313,31725,2605,1550,0,"Congressional District 7 (114th Congress), Washington",07,53,WA,WA-07,D,82.1,12.2,79.2,18.1,80.4,18.0,WA
232,359520,370807,37.4,730327,566688,22081,6629,67478,81057,623827,50218,95061,45796,108322,35564,178151,152522,16432,31642,61921,23967,77320,0.4246,51111,40.9,356802,7517,26225,40300,45067,23321,8125,19148,28904,39614,19181,15774,1161,374596,355574,19022,65782,3122,836,23,"Congressional District 8 (114th Congress), Washington",08,53,WA,WA-08,D,47.7,44.7,49.7,48.1,51.5,46.8,WA
233,366428,361834,36.5,728262,381943,79983,4560,161938,92236,503412,106667,208983,48569,132264,35215,160625,127969,19966,36787,83986,27967,71947,0.4805,36827,39.6,375293,2007,21491,38499,43708,26862,9847,21905,23229,49093,29003,13649,1305,395527,373086,22441,68497,2069,1128,356,"Congressional District 9 (114th Congress), Washington",09,53,WA,WA-09,D,70.5,23.3,68.3,29.6,68.6,29.9,WA
234,364766,362081,35.7,726847,528124,46501,11611,46308,85598,628509,32030,73353,41850,82501,30659,177138,130459,11397,23401,99782,8609,56564,0.4165,74261,39.0,317341,4525,23183,25163,40034,16969,5068,15160,25515,47231,21110,32733,1055,341084,315905,25179,59826,9081,1420,1429,"Congressional District 10 (114th Congress), Washington",10,53,WA,WA-10,D,51.3,39.9,56.3,41.1,57.2,41.0,WA
235,305206,309753,41.4,614959,581309,14815,416,5892,8001,601953,5736,10449,48729,59109,22665,118461,115833,12943,17341,99954,6195,44180,0.4672,43890,40.4,259834,11133,16642,20341,34249,12802,3318,9897,28139,47908,18517,15930,685,274307,257296,17011,2467,1704,296,44,"Congressional District 1 (114th Congress), West Virginia",01,54,WV,WV-01,R,26.4,68.0,35.5,62.2,41.5,56.7,WV
236,310050,318829,42.3,628879,578129,31010,485,5042,12496,610466,4370,12674,57442,55160,26038,136215,121591,12422,18816,92767,6501,47045,0.4427,48661,42.1,272207,7735,18044,21001,30352,15101,4821,13201,25140,47354,21430,22557,709,291449,271392,20057,3096,3151,701,37,"Congressional District 2 (114th Congress), West Virginia",02,54,WV,WV-02,R,29.4,65.8,38.0,60.0,43.9,54.7,WV
237,293303,306987,42.8,600290,563409,25369,1239,3203,6166,591966,3986,6399,75944,37987,20371,124771,113904,9693,9915,128862,3661,35913,0.4546,41819,40.5,206397,11972,11949,13634,25499,11133,2686,6155,17544,45408,17361,11194,616,225535,205731,19804,2161,1398,265,151,"Congressional District 3 (114th Congress), West Virginia",03,54,WV,WV-03,R,23.3,72.5,32.8,65.0,42.3,55.7,WV
238,356076,357997,41.2,714073,625025,40094,3397,16141,69717,674822,15882,33473,43742,87900,30331,161781,147186,17626,30888,70012,12397,62206,0.4250,49604,42.4,362648,4475,23197,70450,40785,18352,5116,19407,28324,55007,23160,9505,843,379243,361076,18167,52809,7639,886,369,"Congressional District 1 (114th Congress), Wisconsin",01,55,WI,WI-01,R,42.3,52.6,47.4,51.6,50.8,48.1,WI
239,371269,378776,36.3,750045,649191,32753,2882,30910,46095,691350,32749,52479,32194,121416,31319,163332,140445,22200,30550,86009,16101,61224,0.4466,38833,37.9,412895,8497,20759,46761,45246,12668,10024,27473,48894,58785,31652,18814,905,425707,407776,17931,33130,4193,1053,321,"Congressional District 2 (114th Congress), Wisconsin",02,55,WI,WI-02,D,65.8,29.0,68.3,30.5,70.1,28.6,WI
240,360738,358526,38.5,719264,673431,7216,4541,17069,17774,697557,7546,19020,37104,76613,25787,151744,142133,14930,22812,90376,7270,51219,0.4296,49810,38.9,366647,15995,19857,57865,48895,18232,4939,20152,34250,57608,25333,13155,727,371200,357480,13720,12341,2307,180,0,"Congressional District 3 (114th Congress), Wisconsin",03,55,WI,WI-03,D,44.8,49.3,54.8,43.8,59.4,39.1,WI
241,342816,374182,32.9,716998,377458,239546,3904,26971,121065,632578,44286,70023,69500,81073,23995,181964,84447,12040,25049,168485,6977,40748,0.4856,28486,36.7,335807,1787,14184,49006,32100,14015,5632,19872,31678,59198,31913,11419,803,358042,330661,27381,89087,23561,356,879,"Congressional District 4 (114th Congress), Wisconsin",04,55,WI,WI-04,D,74.0,21.8,75.3,23.8,74.4,24.6,WI
242,357190,366663,40.8,723853,662106,17039,1960,18618,42077,684116,16715,34724,29676,121416,33921,159963,156056,22059,44908,49444,16727,66777,0.4310,38951,41.8,386753,4439,19721,78457,45083,13265,5995,27871,31283,58134,24610,9083,894,394403,382694,11709,30652,5666,169,271,"Congressional District 5 (114th Congress), Wisconsin",05,55,WI,WI-05,R,37.3,57.4,37.7,61.3,41.8,57.2,WI
243,355879,354685,41.8,710564,662510,11790,3503,18072,31886,682602,12470,25308,42805,85308,29615,152267,154656,14812,29122,67293,9024,56326,0.4379,46100,42.1,363318,10340,18811,90370,41064,14999,4235,19890,24524,47701,23982,12867,699,374537,360456,14081,25422,1903,304,0,"Congressional District 6 (114th Congress), Wisconsin",06,55,WI,WI-06,R,38.8,55.7,45.8,53.1,49.4,49.3,WI
244,359556,349493,44.4,709049,662660,4717,13807,11671,15857,689611,7669,16642,43207,76853,27347,153654,159678,15450,21533,71874,7632,51863,0.4271,54280,43.5,350818,16057,23544,67315,39172,18943,4228,20389,23408,53249,22951,13397,686,362195,349367,12828,10923,1252,181,140,"Congressional District 7 (114th Congress), Wisconsin",07,55,WI,WI-07,R,37.3,57.7,47.8,50.9,53.2,45.3,WI
245,364773,362718,40.6,727491,653143,9135,17758,16740,36678,695281,14919,27312,37316,91965,29730,167334,152882,15117,29918,74471,8996,56137,0.4133,49102,41.6,380769,8882,26885,85593,43691,19154,5278,23326,27654,44382,25120,11657,716,391078,377733,13345,26354,2462,1438,0,"Congressional District 8 (114th Congress), Wisconsin",08,55,WI,WI-08,R,38.6,56.2,47.6,51.3,53.7,45.0,WI
246,295102,291005,36.5,586107,536320,4727,12968,4885,57845,560039,13499,21999,30425,67108,30509,139500,117245,11706,15691,63425,7844,60214,0.4374,45534,39.2,295328,38111,21473,12181,35044,16963,4279,11271,33404,32155,27568,18762,815,306713,291991,14722,44025,1045,78,10,"Congressional District (at Large) (114th Congress), Wyoming",00,56,WY,WY-00,,,,,,,,
247,1657467,1816715,40.0,3474182,2355164,341710,10984,7264,3437388,Null,Null,Null,Null,Null,Null,737393,471172,65432,192599,1586285,9339,18626,0.5589,83847,40.2,1026611,14314,51357,93580,137381,34860,19382,56185,111915,130378,84698,91062,433,1261675,1024084,237591,11288,3329046,12824,62452,"Resident Commissioner District (at Large) (114th Congress), Puerto Rico",98,72,PR,PR-98,,,,,,,,
248,342475,363827,39.4,706302,473687,199899,7886,9026,21301,682568,9516,18692,66731,79764,23514,164892,116024,16121,24063,120340,8666,44535,0.4847,54533,40.5,288779,3409,21594,35577,38100,15059,4830,13996,24080,44981,24107,10066,797,309760,287960,21800,11051,2185,446,285,"Congressional District 1 (114th Congress), Alabama",01,01,AL,AL-01,R,34.1,63.5,37.4,61.8,38.5,60.9,AL
249,329479,357143,38.0,686622,441581,218038,1703,6761,20532,661125,12120,19168,75999,61235,22373,159724,118264,8549,25080,131410,6695,42395,0.4800,55820,39.7,280010,7113,16364,36861,36322,17097,3292,14008,23804,35082,20007,22148,720,302658,278712,23946,13441,1550,458,413,"Congressional District 2 (114th Congress), Alabama",02,01,AL,AL-02,R,33.0,64.9,36.4,62.9,35.0,64.5,AL
250,345053,358933,38.5,703986,492729,177845,1668,10796,21104,675472,12753,21649,78070,57809,22599,156465,125682,11644,19789,134247,4988,42171,0.4602,52327,39.3,295040,4122,17786,53428,34223,13885,5450,15892,27900,37466,20702,16459,724,314711,292424,22287,11106,3411,528,459,"Congressional District 3 (114th Congress), Alabama",03,01,AL,AL-03,R,32.3,65.3,36.8,62.3,36.6,62.6,AL
251,333988,350697,40.5,684685,604514,49609,3306,2811,43398,655384,17836,26110,92944,45953,21917,157438,137989,8049,17594,133258,5572,39608,0.4677,38598,40.7,270799,7735,19844,53242,33113,16304,3224,11902,20363,36022,18566,10119,608,287588,270536,17052,31408,1046,440,485,"Congressional District 4 (114th Congress), Alabama",04,01,AL,AL-04,R,17.4,80.4,24.0,74.8,25.5,73.3,AL
252,348199,360773,39.8,708972,544834,124221,3480,11724,35846,669445,18281,31730,61284,96095,26440,157584,141360,12745,33667,104900,11693,51531,0.4712,55014,40.9,312777,2345,19213,43813,36303,11640,5170,12813,25671,39680,22846,20750,694,334890,311767,23123,23652,4435,1168,205,"Congressional District 5 (114th Congress), Alabama",05,01,AL,AL-05,R,31.3,64.7,34.9,63.9,36.3,62.6,AL
253,334924,365767,38.5,700691,553281,108872,1500,13495,29320,663454,22159,32774,49366,107334,30952,164985,145434,19870,49632,70679,16707,61524,0.4644,39102,40.3,330254,4549,21242,31533,35521,20342,6726,30118,29718,47973,18068,12452,894,346501,329109,17392,21431,915,997,55,"Congressional District 6 (114th Congress), Alabama",06,01,AL,AL-06,R,26.1,70.8,24.7,74.3,25.0,74.1,AL
254,318692,349029,36.0,667721,219287,424814,960,4780,21369,645357,15676,19849,72488,56436,19325,147320,78921,7287,18628,181182,3739,33928,0.4942,36111,36.9,262459,5110,12346,37023,27653,13900,4997,12712,26194,40843,22309,14563,704,287141,258425,28716,14206,965,342,0,"Congressional District 7 (114th Congress), Alabama",07,01,AL,AL-07,D,69.8,28.6,72.4,27.1,71.5,28.1,AL
255,388695,349737,33.3,738432,481314,26176,101133,47295,51825,663601,26177,58544,34616,87869,31232,186391,120348,13677,23216,74532,16772,73355,0.4322,66785,37.6,354766,18954,25415,11461,38999,27012,6916,12651,33351,49732,27431,41595,1163,373610,343935,29675,28002,6719,851,2798,"Congressional District (at Large) (114th Congress), Alaska",00,02,AK,AK-00,,,,,,,,
256,377937,381726,36.6,759663,482745,18895,177468,13280,173716,701042,26024,51132,67978,67227,23423,185242,123907,12112,19256,150843,6793,48892,0.4644,53482,38.8,273151,10553,17012,19579,32540,12927,4079,12613,30775,37645,25977,24687,908,299179,267943,31236,152354,3640,736,61,"Congressional District 1 (114th Congress), Arizona",01,04,AZ,AZ-01,D,46.6,47.7,47.9,50.4,47.8,51.0,AZ
257,351434,362197,41.7,713631,586472,29653,6702,21997,198714,617802,37727,82404,47514,94218,25679,143651,128441,14583,28106,110627,10372,48095,0.4728,75295,40.0,295365,3893,19370,15822,37574,9816,4300,15348,33043,42287,26432,22111,809,317656,294816,22840,179129,3554,924,1122,"Congressional District 2 (114th Congress), Arizona",02,04,AZ,AZ-02,D,49.6,44.7,48.4,49.9,48.9,49.8,AZ
258,378218,383270,31.1,761488,532826,36979,36670,13263,456969,589471,93739,158481,112067,45427,21821,211575,109168,6455,13188,171955,3301,42953,0.4268,37690,36.6,313990,11180,24409,17892,41941,19551,4164,16842,25432,38673,28865,22546,882,342236,310093,32143,431085,4310,632,965,"Congressional District 3 (114th Congress), Arizona",03,04,AZ,AZ-03,D,62.4,32.5,61.4,36.9,58.2,40.7,AZ
259,374763,364611,47.9,739374,659430,11929,13739,8586,133985,675784,29817,55749,72565,65164,23555,143583,152353,10734,20283,100361,5505,46467,0.4254,83648,41.9,258079,7054,15795,15898,36725,14152,3844,14244,17791,38596,25495,16576,856,278170,256291,21879,119242,3181,737,234,"Congressional District 4 (114th Congress), Arizona",04,04,AZ,AZ-04,R,27.5,67.7,31.0,67.2,34.4,64.2,AZ
260,385571,403829,38.6,789400,668216,25701,10969,40669,135888,696025,40135,80505,38204,120493,32268,204103,159453,20770,46685,67870,17056,69784,0.4264,52809,41.2,372155,2126,21407,37177,46562,19571,7307,38650,30298,47853,23877,14590,1145,387986,371717,16269,111177,5103,1471,789,"Congressional District 5 (114th Congress), Arizona",05,04,AZ,AZ-05,R,36.5,57.6,34.6,63.8,36.3,62.6,AZ
261,373474,376334,42.2,749808,629176,23954,13657,37552,136609,636629,54560,104556,50861,141570,34198,154082,141025,21533,62261,97857,30240,63495,0.5083,49733,41.8,363201,1548,16860,21392,39494,14655,9357,46362,24397,51271,33151,11492,1051,382238,362730,19508,114347,4641,1607,1037,"Congressional District 6 (114th Congress), Arizona",06,04,AZ,AZ-06,R,42.4,52.4,38.8,59.5,41.2,57.7,AZ
262,387768,381829,29.9,769597,472986,78582,22541,17073,483297,565672,146784,190802,142588,40804,21475,234604,83961,6388,15186,247030,4409,35243,0.4797,26369,36.4,318211,2185,34772,28375,39427,17339,5212,21445,19288,34965,32339,10903,835,342925,316992,25933,454205,3994,3405,369,"Congressional District 7 (114th Congress), Arizona",07,04,AZ,AZ-07,D,71.8,22.6,71.7,26.5,64.7,34.1,AZ
263,367429,400552,41.7,767981,654192,36894,5643,26621,151171,680187,32194,77086,41764,95118,30504,176089,147894,18964,34980,68273,10792,60858,0.4083,69679,41.4,331245,1867,22177,19949,46165,20140,6226,34850,27152,49432,20384,15774,1119,350629,330615,20014,128447,5388,1131,819,"Congressional District 8 (114th Congress), Arizona",08,04,AZ,AZ-08,R,37.0,58.1,36.9,61.7,38.4,60.6,AZ
264,390791,386332,33.3,777123,599951,38098,21080,38515,228062,652312,73233,113685,57432,118912,29577,168599,107340,17116,42544,144227,15018,51435,0.4934,40053,36.4,412113,2669,22003,31499,47671,19386,10431,41817,41365,46360,38616,10774,915,430760,408459,22301,197728,5352,2367,851,"Congressional District 9 (114th Congress), Arizona",09,04,AZ,AZ-09,D,54.7,38.4,51.1,46.6,51.3,47.4,AZ
265,360494,361908,40.0,722402,562244,131435,4125,3594,22144,706163,6645,11673,79155,49193,20567,167581,134808,9714,15276,141840,4854,36882,0.4630,51074,40.6,285037,13747,17711,44984,35932,16923,4216,10591,24593,45753,19156,13896,627,303102,283788,19314,15827,711,125,0,"Congressional District 1 (114th Congress), Arkansas",01,05,AR,AR-01,R,30.2,65.0,36.3,61.0,39.2,58.0,AR
266,367989,393359,36.5,761348,550994,172117,2778,13041,38273,723771,18688,32168,59550,91119,25470,179528,134215,17068,31962,132826,12324,47118,0.4838,52949,38.5,343958,4967,20269,28860,46929,17823,8515,20167,35022,57098,25336,21048,797,360598,341387,19211,26501,3157,1175,105,"Congressional District 2 (114th Congress), Arkansas",02,05,AR,AR-02,R,41.7,52.4,42.9,54.7,44.3,53.8,AR
267,385791,396926,35.1,782717,661447,26104,8657,21558,107386,698251,55031,76086,74296,88615,25363,195993,155281,10951,35591,126522,11793,46740,0.4724,47897,38.2,353726,8983,21279,56313,57468,20072,4625,17136,35453,42991,19560,8111,715,367200,350972,16228,69596,2615,290,859,"Congressional District 3 (114th Congress), Arkansas",03,05,AR,AR-03,R,30.5,61.9,31.6,65.5,33.9,63.7,AR
268,349302,362435,41.2,711737,533362,139899,5237,4211,39940,684736,15245,22914,77070,50048,21291,162842,136993,7665,14565,149320,5073,37728,0.4744,55020,41.3,288342,13604,22328,46873,34475,15601,3362,9652,28824,40259,18667,15188,643,308518,285574,22944,32015,603,660,780,"Congressional District 4 (114th Congress), Arkansas",04,05,AR,AR-04,R,31.3,64.2,35.9,61.8,37.4,59.9,AR
269,356036,354308,42.4,710344,612664,10022,15985,21233,93326,659613,21760,44969,49912,81191,22930,143999,130769,13240,17506,132763,8568,46091,0.4678,57813,40.4,281376,12849,18845,17284,34844,10425,5685,13542,22528,47181,23667,20675,934,302906,279386,23520,76229,2258,1337,174,"Congressional District 1 (114th Congress), California",01,06,CA,CA-01,R,36.5,56.2,40.3,56.6,42.0,53.0,CA
270,355297,365049,43.5,720346,573424,11406,15647,29271,127669,617922,52989,93092,54001,127615,31263,143361,134898,14899,31910,87532,33130,65414,0.5408,39563,42.8,338233,11088,23603,21105,37993,9218,9638,24124,32182,43509,23154,17537,1301,356323,335602,20721,88978,2910,1176,240,"Congressional District 2 (114th Congress), California",02,06,CA,CA-02,D,69.0,23.3,69.0,27.0,71.0,25.0,CA
271,368493,363282,34.7,731775,481053,46197,6808,80476,219724,582379,74157,137110,72993,71902,25874,177871,122838,12515,16148,121983,12383,57401,0.4569,50434,38.3,307002,17980,21572,21958,36746,17583,3920,13835,33909,38505,20583,23665,1118,335526,305234,30292,186324,4848,2235,106,"Congressional District 3 (114th Congress), California",03,06,CA,CA-03,D,53.0,40.4,54.3,43.1,55.0,42.0,CA
272,358889,363424,44.9,722313,614717,11853,5433,34703,95371,649029,25536,64754,38644,109989,31800,146340,153064,15576,34390,67639,20718,70582,0.4512,58196,43.9,304238,4555,24031,20117,36063,14651,6655,19803,27479,37735,23828,21362,1183,326658,302041,24617,75105,2045,1365,106,"Congressional District 4 (114th Congress), California",04,06,CA,CA-04,R,39.3,54.0,39.5,57.9,43.0,54.0,CA
273,358688,374724,39.8,733412,471405,42831,5648,86669,204335,567675,77911,155836,68920,104908,31116,152585,123188,16561,29319,84206,21315,67197,0.4660,41614,40.2,356138,11830,27815,32789,39953,18278,5947,20965,27621,49010,29776,15353,1356,375653,353187,22466,167859,2130,462,0,"Congressional District 5 (114th Congress), California",05,06,CA,CA-05,D,69.2,24.3,69.7,27.5,70.0,26.0,CA
274,365172,385671,33.9,750843,405317,91066,5265,115260,221525,561878,82440,176675,81530,88526,25462,187154,102367,8902,23411,154807,9241,49523,0.4655,31507,37.2,331490,2076,23008,15498,39403,17628,5949,21465,24793,47935,28166,32820,1017,359538,329870,29668,190790,4701,748,359,"Congressional District 6 (114th Congress), California",06,06,CA,CA-06,D,69.2,24.4,69.1,28.3,68.0,29.0,CA
275,360676,378393,38.5,739069,476982,56435,3350,119759,117592,593458,49366,134669,46570,113160,31693,170199,133215,15788,33440,92224,17035,70131,0.4362,46919,41.1,337380,2550,18951,22465,35560,19295,6041,25994,27132,49369,20524,39128,1126,366981,336311,30670,94981,2419,721,0,"Congressional District 7 (114th Congress), California",07,06,CA,CA-07,D,52.3,40.9,50.8,46.8,51.0,46.0,CA
276,354143,362256,34.1,716399,559209,57427,9391,21009,281062,610220,46125,97424,78094,46743,22858,194236,110974,8980,15252,151851,5986,46468,0.4624,46609,38.8,259449,2588,19914,15630,34876,20591,4035,10973,26019,33509,26320,16441,980,294547,258645,35902,240045,6489,2940,154,"Congressional District 8 (114th Congress), California",08,06,CA,CA-08,R,39.6,54.7,41.7,55.6,42.0,55.0,CA
277,371167,375612,34.4,746779,417932,66283,4309,106748,280689,569105,88408,167766,92022,60309,26192,203736,122914,10478,20545,121314,10892,57509,0.4566,31799,40.0,303584,14083,27073,24214,36347,24267,4771,15994,24214,42232,18292,14593,1032,334772,301182,33590,248740,4306,328,96,"Congressional District 9 (114th Congress), California",09,06,CA,CA-09,D,56.6,38.0,57.8,40.1,56.0,41.0,CA
278,366773,373011,34.7,739784,542001,23843,4742,51717,316229,575774,84799,155946,98440,57409,25414,199718,122335,9342,18165,128416,9024,56368,0.4396,32963,40.1,304073,14923,21454,36686,41628,19509,4610,12051,26739,36273,20562,11645,1088,340453,303444,37009,285896,4737,1276,0,"Congressional District 10 (114th Congress), California",10,06,CA,CA-10,D,48.5,45.5,50.6,47.0,50.0,47.0,CA
279,365974,386812,39.8,752786,442808,64008,3603,104430,204980,542200,100529,198436,63103,137014,36371,168153,139094,17826,45669,83921,39571,79622,0.4893,33858,41.5,360342,3723,27386,22391,37783,18518,8929,32281,27554,46108,24438,12732,1471,384830,358631,26199,138245,6163,1828,0,"Congressional District 11 (114th Congress), California",11,06,CA,CA-11,D,71.5,22.7,67.6,30.0,69.0,28.0,CA
280,381627,368061,38.3,749688,372531,39718,2704,243713,111924,483523,97173,251104,73739,203197,46689,98267,108317,18367,60398,88207,66978,93122,0.5248,22711,37.0,446732,1322,14346,25289,43063,15185,31412,41992,30787,46105,37689,15475,1640,464026,443219,20807,60933,3993,2037,345,"Congressional District 12 (114th Congress), California",12,06,CA,CA-12,D,86.2,8.7,84.1,12.5,84.0,13.0,CA
