,B01001_002E,B01001_026E,B01002_001E,B01003_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B03002_012E,B05001_002E,B05001_006E,B05012_003E,B06009_002E,B06009_005E,B06011_001E,B09001_001E,B11001_003E,B15012_009E,B15012_010E,B17001_002E,B19001_017E,B19013_001E,B19083_001E,B21001_002E,B23013_001E,B24050_001E,B24050_002E,B24050_005E,B24050_006E,B24050_008E,B24050_009E,B24050_012E,B24050_013E,B24050_021E,B24050_022E,B24050_025E,B24050_027E,B25031_001E,B28007_002E,B28007_003E,B28007_009E,C03001_004E,C03001_005E,C03001_006E,C03001_007E,District_Name,CD,State_Id,State,CD_Id,Incumbent_Rep_Party,Clinton_2016,Trump_2016,Obama_2012,Romney_2012,Obama_2008,McCain_2008,State_AB
349,370956,394421,36.1,765377,474125,202068,2979,18855,226600,591867,73755,133953,74296,95250,24464,171316,96777,13844,35651,153447,11235,42654,0.4967,46259,38.6,361177,2570,26456,16247,39672,19028,8070,34294,30497,51111,31126,12972,959,391774,359135,32639,38089,60311,70717,8495,"Congressional District 14 (114th Congress), Florida",14,12,FL,FL-14,D,57.2,39.0,57.6,41.2,58.1,40.9,FL
350,356720,371736,37.7,728456,551041,95083,1472,33178,131023,616330,42995,87670,57247,94532,26852,165585,131233,15316,33505,103737,10081,51598,0.4451,54825,40.1,330920,6177,24625,17190,46708,13709,6493,31924,31107,41369,22392,15579,931,352478,329231,23247,43925,38091,18169,6664,"Congressional District 15 (114th Congress), Florida",15,12,FL,FL-15,R,43.1,53.1,46.6,52.2,46.7,52.1,FL
351,365412,399396,51.9,764808,681130,53291,592,13290,93612,661138,43156,91244,54609,110827,27569,128867,155935,18607,40196,89085,15000,53624,0.4677,74096,44.5,304756,1674,24370,21122,40278,10676,3957,22913,17655,48653,30322,10431,1056,325064,304264,20800,44047,19055,9150,1434,"Congressional District 16 (114th Congress), Florida",16,12,FL,FL-16,R,43.0,53.7,45.1,53.7,47.7,51.2,FL
352,372421,375227,47.8,747648,617462,73127,2269,9478,131621,643034,46788,87072,84289,64642,22971,144256,149645,12628,22723,114464,7228,44088,0.4577,71006,43.1,277255,15611,21747,15696,41334,16354,3768,19616,20185,35733,20826,10176,882,297843,275991,21852,68186,26905,14114,4367,"Congressional District 17 (114th Congress), Florida",17,12,FL,FL-17,R,35.0,62.2,41.3,57.6,43.9,54.7,FL
353,363080,384948,46.9,748028,599554,98076,2896,19556,111507,619144,52575,116162,61026,107642,28079,141667,146574,17825,42201,90116,18891,55117,0.5062,58493,43.4,329870,3516,28217,13952,39312,12907,5871,23608,23228,44657,32235,13713,1118,349234,329392,19842,26880,22657,15496,5325,"Congressional District 18 (114th Congress), Florida",18,12,FL,FL-18,R,44.1,53.3,47.7,51.4,51.2,47.9,FL
354,377571,396775,50.3,774346,670977,61935,485,12449,156774,624446,74995,133848,69516,110261,26838,130805,158368,19682,42334,114797,19239,53878,0.5173,68913,42.4,309473,2501,33444,12777,47574,11134,5804,26203,19024,38884,31249,8623,1059,327731,307137,20594,50061,30477,29100,5127,"Congressional District 19 (114th Congress), Florida",19,12,FL,FL-19,R,37.5,59.6,38.7,60.5,42.3,56.8,FL
355,374896,392870,36.8,767766,297989,412471,2110,14656,167711,482614,135585,267483,105455,70187,20801,175198,90296,9847,31398,170534,2963,39569,0.4371,28540,39.0,348428,4724,26573,14570,53972,18280,6741,19893,23299,48428,37306,12321,1095,392032,346353,45679,33104,27953,21287,8564,"Congressional District 20 (114th Congress), Florida",20,12,FL,FL-20,D,80.2,18.1,82.5,17.1,80.9,18.6,FL
356,359590,398602,43.7,758192,586580,103698,1311,22757,178409,542778,86809,194200,42909,129444,30521,161890,146611,19711,59513,73002,20505,61409,0.4778,42873,42.9,349825,2187,21862,16917,49942,14340,8081,30192,27897,46172,26269,12738,1370,374584,349772,24812,29513,29937,24711,10875,"Congressional District 21 (114th Congress), Florida",21,12,FL,FL-21,D,58.6,39.1,60.4,38.9,63.4,35.9,FL
357,360301,370001,46.1,730302,581635,83628,1114,17016,172140,521109,93156,189954,57917,136339,30482,121909,122611,19444,58926,96487,23518,56090,0.5245,44860,42.4,360736,1900,29415,13950,44516,16092,7447,33796,24586,42779,36020,11177,1322,383582,359243,24339,20188,25913,40508,8218,"Congressional District 22 (114th Congress), Florida",22,12,FL,FL-22,D,56.8,41.0,56.3,43.0,58.3,41.0,FL
358,359079,375872,41.7,734951,554927,86316,1403,29234,291960,423172,124095,284322,49491,128869,28037,146232,122363,19672,60873,87091,23753,56643,0.5408,26173,42.7,381506,2967,22532,17708,47376,21291,9439,35960,30995,42748,34996,12561,1324,404077,380924,23153,13792,38616,64792,15234,"Congressional District 23 (114th Congress), Florida",23,12,FL,FL-23,D,61.9,35.8,61.4,38.0,62.0,37.3,FL
359,356253,389609,36.5,745862,279976,411387,576,14347,241764,415946,132973,304032,107228,69731,21103,166494,79984,16118,30850,176502,6498,38016,0.5169,15699,39.4,335131,1189,20111,12541,41564,26469,7904,21323,23894,46743,37093,16697,1068,368663,334247,34416,7185,33578,66535,21207,"Congressional District 24 (114th Congress), Florida",24,12,FL,FL-24,D,82.9,15.4,85.7,13.9,84.0,15.6,FL
360,373764,391400,40.7,765164,666788,47655,1949,16048,542757,345230,175422,397723,106542,94415,21851,165125,122462,16330,39094,141638,9320,50118,0.4754,23293,41.7,352089,9497,31866,22759,43877,27930,7074,21737,17432,41258,28134,10103,1244,370953,350717,20236,44816,27967,284627,20417,"Congressional District 25 (114th Congress), Florida",25,12,FL,FL-25,R,47.9,49.7,44.9,54.5,40.6,58.8,FL
361,380802,396157,39.8,776959,661991,80138,411,13692,541186,382079,149455,369247,89366,98584,23927,161636,116895,15859,36286,117865,9110,52112,0.4492,22442,41.9,372266,6912,26688,13676,50910,25154,7126,29116,30959,49264,33424,15026,1306,391739,371206,20533,31754,34737,311430,13252,"Congressional District 26 (114th Congress), Florida",26,12,FL,FL-26,D,56.8,40.5,55.4,43.9,51.5,47.9,FL
362,364674,386417,41.1,751091,647066,65012,699,12286,566557,314449,200376,414513,110741,98264,21057,150918,103102,15386,41515,143378,17223,42237,0.5730,13739,41.6,356124,2568,36108,13856,36424,25672,7109,25555,26303,42997,35380,10892,1107,376883,354035,22848,21627,28830,319878,15976,"Congressional District 27 (114th Congress), Florida",27,12,FL,FL-27,D,58.5,38.9,53.0,46.3,50.1,49.3,FL
363,359314,365034,35.7,724348,459698,213001,4126,14818,44890,672683,23375,36853,60279,72119,24565,170796,127517,12669,26626,134365,7193,45796,0.4632,65771,38.1,305821,3549,20333,30725,41287,20914,3751,14152,27174,39779,31371,18822,925,330203,304581,25622,20529,11998,1054,588,"Congressional District 1 (114th Congress), Georgia",01,13,GA,GA-01,R,40.9,56.4,43.0,55.9,44.4,55.0,GA
364,333594,350294,36.2,683888,289007,359884,1413,6981,35412,652792,13160,22933,80967,48044,19733,164724,94227,10766,18679,178990,5005,35347,0.5019,50020,39.4,254595,7366,14619,30233,29036,11230,2950,17292,26810,36757,18951,18975,700,282631,251600,31031,19614,6018,698,1017,"Congressional District 2 (114th Congress), Georgia",02,13,GA,GA-02,D,55.0,43.3,58.6,40.8,57.9,41.6,GA
365,354737,368522,37.8,723259,507685,174576,1219,11742,38910,676192,21347,36832,61537,79902,26030,173302,137653,11912,28840,105843,9640,52584,0.4638,53418,40.6,313658,2694,17990,43113,32958,26846,8184,15686,34330,32010,23482,15830,878,339198,312699,26499,15857,7339,1369,1231,"Congressional District 3 (114th Congress), Georgia",03,13,GA,GA-03,R,32.8,64.3,33.0,65.9,34.0,65.3,GA
366,351869,394650,35.5,746519,228597,443473,857,36149,72162,610720,64148,124238,63875,93183,26387,192376,106615,14068,38353,134374,8053,50668,0.4321,41505,40.6,352712,498,22630,30969,43663,28433,11033,19829,34886,43323,28057,19988,977,386858,352546,34312,41662,6846,2325,1747,"Congressional District 4 (114th Congress), Georgia",04,13,GA,GA-04,D,75.3,22.2,73.6,25.6,73.2,26.3,GA
367,349779,387199,33.7,736978,245099,425941,3059,33735,46424,665662,40408,63715,61597,114378,27168,145520,72599,15835,46222,148879,18074,48017,0.5246,33584,35.7,369333,333,14992,19336,37453,27652,13609,23420,44910,40482,32867,17669,963,389884,359434,30450,30323,4069,1664,921,"Congressional District 5 (114th Congress), Georgia",05,13,GA,GA-05,D,85.0,11.9,83.1,15.8,84.4,15.0,GA
368,364191,365452,37.6,729643,509164,95974,6904,80651,96154,561936,91205,155313,33477,179034,41170,189901,147751,23799,84023,62661,40743,83844,0.4688,27494,42.2,380302,1485,19982,27948,36293,14435,17779,40575,28263,34860,29022,9238,1175,400521,379720,20801,49652,6428,4272,3579,"Congressional District 6 (114th Congress), Georgia",06,13,GA,GA-06,D,46.8,48.3,37.5,60.8,40.1,59.0,GA
369,394646,409672,35.1,804318,457857,165573,2313,104386,147215,587399,109070,202957,55625,135792,31464,228215,151843,17230,57881,84991,17577,69201,0.4268,34261,41.1,392794,835,34313,36902,48805,14270,13726,32053,28365,33615,31589,11306,1107,416937,392771,24166,77541,8732,7064,5358,"Congressional District 7 (114th Congress), Georgia",07,13,GA,GA-07,R,44.8,51.1,38.3,60.2,39.1,60.1,GA
370,340020,362564,36.8,702584,451572,209404,1240,12557,46687,662048,21351,32124,75161,52899,23245,170426,120474,9882,20502,146954,5233,42582,0.4802,52081,39.9,285665,10161,14041,34508,36656,14484,3528,11209,27530,37817,18677,28030,757,308291,284086,24205,29934,6511,2114,204,"Congressional District 8 (114th Congress), Georgia",08,13,GA,GA-08,R,34.4,63.3,37.5,61.6,37.8,61.6,GA
371,353592,366210,40.9,719802,624130,53453,1494,9185,90244,653467,42175,60634,84901,69513,24435,166330,150333,11333,27716,114745,9019,48837,0.4632,48497,41.7,305772,6699,25415,48064,40010,13790,4774,15018,26118,35860,21669,12512,791,320162,303918,16244,63759,2490,1561,206,"Congressional District 9 (114th Congress), Georgia",09,13,GA,GA-09,R,19.3,77.8,20.5,78.1,24.3,74.7,GA
372,355550,370715,36.4,726265,501416,186552,984,12462,39450,680034,22275,39231,68429,69311,23517,170885,130479,12850,23269,129342,7841,49033,0.4835,42063,40.0,311276,4909,20317,31041,43230,18636,6066,13404,40623,32621,25036,12974,792,328405,308366,20039,21043,3551,777,0,"Congressional District 10 (114th Congress), Georgia",10,13,GA,GA-10,R,35.8,61.3,36.3,62.5,38.8,60.4,GA
373,363642,381104,36.6,744746,546130,118256,2135,27750,77919,641247,55520,92760,50427,133102,32229,178883,148980,16265,55251,74550,21075,69662,0.4748,42887,39.9,381709,2059,27891,38262,46729,17822,14202,28465,34413,38293,26935,14131,1043,399058,379717,19341,45757,8710,2313,2722,"Congressional District 11 (114th Congress), Georgia",11,13,GA,GA-11,R,35.3,60.3,31.5,66.9,34.7,64.3,GA
374,351128,362018,35.2,713146,418868,249871,1234,11044,44408,677180,15361,27127,79340,57784,22116,172602,114779,12481,18061,148012,6229,42336,0.4762,55240,38.5,280814,6866,21985,33241,36576,16804,3773,11403,29794,41240,20304,16586,736,301093,279501,21592,31397,5790,1244,655,"Congressional District 12 (114th Congress), Georgia",12,13,GA,GA-12,R,40.7,56.9,43.6,55.4,43.9,55.6,GA
375,358195,397061,35.6,755256,245120,441129,204,18040,90311,659053,46726,83847,57400,90239,27053,203078,117125,11942,34818,127160,6905,52761,0.4225,53198,40.7,352950,1661,25853,25342,40803,34461,9293,19523,32204,40674,28762,20438,949,384207,352910,31297,50736,12525,1732,5326,"Congressional District 13 (114th Congress), Georgia",13,13,GA,GA-13,D,71.0,26.6,69.2,30.0,67.1,32.3,GA
376,345201,358907,37.4,704108,593095,60842,1309,8957,79907,654020,29026,45153,92721,49149,23691,175376,130034,9279,17695,104122,5394,46378,0.4441,41248,40.0,318232,2774,21019,73092,36896,17954,4921,13155,24896,36523,20234,11974,707,333893,316009,17884,58563,1855,1953,548,"Congressional District 14 (114th Congress), Georgia",14,13,GA,GA-14,R,22.1,75.0,25.3,73.2,27.8,71.0,GA
377,358607,347166,38.6,705773,134281,17215,901,348082,59345,514189,67899,161051,50107,113293,33116,139531,115941,15845,36756,57898,20143,77156,0.4305,54526,39.3,350962,1481,23240,12173,40647,21282,6107,23913,28866,42250,47782,33511,1552,361292,347331,13961,14611,19341,1167,374,"Congressional District 1 (114th Congress), Hawaii",01,15,HI,HI-01,D,63.1,30.5,69.7,29.0,70.3,28.3,HI
378,366028,359802,36.9,725830,237971,12429,2998,183186,89360,615955,39030,92363,39888,91740,31204,171675,116510,13100,25991,90086,12799,70420,0.4372,52943,39.4,324252,8163,30302,7874,36889,17479,5165,22220,29874,31473,42966,27568,1446,341893,321996,19897,31365,26399,908,1180,"Congressional District 2 (114th Congress), Hawaii",02,15,HI,HI-02,D,61.4,29.6,71.4,26.7,73.4,24.9,HI
379,425632,423969,37.9,849601,777966,3730,13886,8604,89572,802813,25128,40083,53262,95419,24900,213862,167773,17028,26252,122380,6665,48216,0.4468,66325,40.1,370718,15321,26412,37541,44992,17630,6022,21185,33744,53028,25729,18149,792,390498,367640,22858,76131,3239,834,0,"Congressional District 1 (114th Congress), Idaho",01,16,ID,ID-01,R,25.4,63.7,32.2,64.9,35.1,62.5,ID
380,401187,404142,33.7,805329,736438,5098,9630,12541,110268,743641,33327,54281,53272,94147,22840,218319,153080,16325,26835,123171,9179,48363,0.4583,53081,37.9,373510,23528,22775,33060,43613,18813,7273,15995,36087,51076,29955,17305,756,389904,371534,18370,97957,1133,607,48,"Congressional District 2 (114th Congress), Idaho",02,16,ID,ID-02,R,29.8,54.5,33.1,64.1,37.1,60.5,ID
381,332384,385063,38.0,717447,292962,366000,2297,12527,70992,656204,27316,56655,54138,75807,25564,168985,92655,11742,29143,132020,9473,48295,0.4874,33542,41.1,299695,489,16171,21641,33259,26192,5350,23041,33571,44705,20244,17156,907,342089,297893,44196,62282,3955,588,219,"Congressional District 1 (114th Congress), Illinois",01,17,IL,IL-01,D,75.4,21.4,78.9,20.2,80.8,18.5,IL
382,330370,372304,38.3,702674,259279,396854,775,5497,93159,643522,28367,53180,55466,67843,25211,166838,89845,13228,22367,138488,5889,44353,0.4793,33385,41.4,290095,1081,13015,31121,32569,26020,5569,19405,27294,51927,18843,13379,890,336827,287722,49105,82973,5393,201,87,"Congressional District 2 (114th Congress), Illinois",02,17,IL,IL-02,D,78.0,19.1,80.7,18.5,81.1,18.2,IL
383,356789,370695,37.2,727484,529421,37220,1946,29663,239834,568174,79278,150733,67428,81661,30012,181723,129455,14292,30341,78892,14439,61772,0.4469,26955,40.7,341262,1087,25236,36221,37807,29778,4821,23133,26938,42338,25412,13663,940,364449,340370,24079,210079,15214,2130,461,"Congressional District 3 (114th Congress), Illinois",03,17,IL,IL-03,D,55.2,39.9,55.9,42.6,58.3,40.4,IL
384,356223,351949,32.2,708172,420639,29621,4476,25022,496364,443867,158486,239905,124831,71248,23543,184552,96036,9866,19703,144479,6182,46805,0.4497,10412,36.4,343803,1056,20652,51153,33161,19229,5607,17810,23539,37002,45376,7274,922,369667,343519,26148,385408,59378,2890,1448,"Congressional District 4 (114th Congress), Illinois",04,17,IL,IL-04,D,82.1,13.2,80.9,17.1,80.5,18.2,IL
385,362417,373568,35.2,735985,605720,22789,2254,46413,149303,563274,67132,158768,47643,164585,41557,141881,127735,23083,67549,66379,37537,76963,0.4911,20188,36.1,423185,346,20082,33244,37504,21407,12368,44423,37730,49530,25638,15758,1209,441023,421114,19909,91100,25969,3935,486,"Congressional District 5 (114th Congress), Illinois",05,17,IL,IL-05,D,70.5,23.9,66.0,31.8,69.9,28.8,IL
386,357947,368500,40.7,726447,605574,21840,1535,63302,86322,607175,44640,111047,27452,145832,40951,171384,159244,21692,63474,46245,37977,93474,0.4460,27492,43.4,379280,923,18349,49119,38461,18955,9675,36443,34588,43624,22813,8710,1185,395181,377890,17291,67680,6131,1321,190,"Congressional District 6 (114th Congress), Illinois",06,17,IL,IL-06,D,50.2,43.2,45.1,53.3,51.3,47.3,IL
387,342955,378366,34.3,721321,254369,352801,1246,55638,101843,612298,63248,98687,69656,107445,27180,144202,81688,16265,48661,162249,28670,51346,0.5759,20089,36.2,335417,753,8810,27280,27808,22834,6681,33971,33288,52065,23877,11425,1055,368823,331278,37545,73053,13358,2115,633,"Congressional District 7 (114th Congress), Illinois",07,17,IL,IL-07,D,87.4,9.2,87.2,11.8,89.4,9.9,IL
388,356592,353875,37.4,710467,465938,32592,2295,98653,197735,490441,107795,210271,74288,112613,31037,165721,135920,14680,40830,58783,11623,67079,0.4050,23487,40.5,380785,1129,20760,58894,45725,28231,6745,23553,25309,40422,31642,8207,1124,401858,380215,21643,163459,9226,2138,0,"Congressional District 8 (114th Congress), Illinois",08,17,IL,IL-08,D,58.1,36.4,57.4,40.9,61.5,37.1,IL
389,355623,366645,40.2,722268,522236,61842,1154,96592,81648,511121,82621,199557,48707,154530,33686,145306,134042,22987,56294,91759,32517,66202,0.5267,22027,41.1,360866,771,14415,28893,35303,17626,10012,33210,42920,48563,25096,9601,1035,377492,357276,20216,54819,7581,2987,899,"Congressional District 9 (114th Congress), Illinois",09,17,IL,IL-09,D,70.1,24.9,65.0,33.3,68.6,30.3,IL
390,356761,357490,37.9,714251,547767,50442,1063,74860,160421,535836,86845,170827,49855,121322,32831,179452,142953,18561,51973,71051,32431,77031,0.5012,30500,41.4,349179,622,16399,53371,41458,13757,5280,27315,26163,40707,20069,10363,1111,368193,347794,20399,136003,8832,547,1120,"Congressional District 10 (114th Congress), Illinois",10,17,IL,IL-10,D,62.0,32.6,57.5,41.1,63.0,35.9,IL
391,356274,373337,35.3,729611,479801,80958,1272,54540,198190,576257,76656,146493,64663,99100,30561,194057,132129,17677,35900,83107,17388,67065,0.4368,28210,39.8,369956,1959,21168,45045,45890,24983,10497,25861,31277,45870,29762,9902,1138,389380,368912,20468,175533,9347,2524,809,"Congressional District 11 (114th Congress), Illinois",11,17,IL,IL-11,D,58.9,35.4,57.8,40.6,61.3,37.5,IL
392,343128,356241,39.1,699369,549043,120327,1764,8126,23119,674028,10431,18908,48550,66151,26008,155504,123670,12818,20414,111504,8134,46803,0.4637,55712,40.4,306069,5869,18022,34497,35021,18428,4148,17466,31375,48444,25065,17750,722,331014,304504,26510,17267,1556,380,22,"Congressional District 12 (114th Congress), Illinois",12,17,IL,IL-12,R,40.2,55.0,49.7,48.1,54.7,43.6,IL
393,345872,360724,36.5,706596,569123,80031,952,28286,21633,663706,22914,35934,36746,82594,26114,141949,121750,15611,24876,123413,9866,50211,0.4779,46820,37.7,327853,7253,16302,32469,33813,16381,5493,21122,47240,47659,30396,16539,774,342118,321113,21005,13260,1695,711,150,"Congressional District 13 (114th Congress), Illinois",13,17,IL,IL-13,R,44.2,49.7,48.6,48.9,54.6,43.6,IL
394,361456,366980,39.1,728436,637842,24656,341,34355,82290,658249,26339,65564,28363,119936,37284,186286,160541,21090,46951,45467,23542,86050,0.4065,31190,43.1,380665,3294,26207,58315,45298,18207,7189,28008,32883,45179,20067,11251,1129,396052,379609,16443,63353,7444,1541,443,"Congressional District 14 (114th Congress), Illinois",14,17,IL,IL-14,D,44.8,48.7,44.2,54.2,50.7,48.0,IL
395,351205,352448,39.9,703653,654976,31788,769,4294,19414,687000,6350,11716,53014,63403,27025,158660,142744,12072,16814,91746,5622,49136,0.4315,47402,40.3,317256,15566,19890,50003,36977,17789,4548,16117,28990,50166,19521,12066,628,335302,315828,19474,14232,3372,92,72,"Congressional District 15 (114th Congress), Illinois",15,17,IL,IL-15,R,24.5,70.7,34.1,63.9,42.8,55.4,IL
396,349470,351805,40.2,701275,627129,28294,2275,9544,66569,660929,20792,37686,48908,66802,27432,159473,141673,13909,18507,84353,7834,56180,0.4222,46636,41.3,331962,10274,19831,54639,42485,21559,3979,15316,30640,46786,20490,11891,777,355054,330254,24800,57588,3255,978,0,"Congressional District 16 (114th Congress), Illinois",16,17,IL,IL-16,R,38.3,55.5,45.2,52.9,50.0,48.2,IL
397,341122,350253,40.1,691375,567487,81708,1108,8909,63485,652445,22328,34894,59210,57462,25300,153122,120810,9506,17557,106780,4729,45731,0.4415,46299,40.8,313461,5772,17758,54525,40073,19623,4392,13167,25331,47524,23543,12279,648,335557,309000,26557,54389,2813,947,29,"Congressional District 17 (114th Congress), Illinois",17,17,IL,IL-17,D,46.7,47.4,57.6,40.6,60.0,38.5,IL
398,353847,359317,39.9,713164,649373,24861,1270,18015,19667,684286,14376,25331,32684,99363,31791,161090,152650,17613,31062,66543,14800,61544,0.4430,48578,41.1,345735,10938,17493,40934,38837,15443,5648,33872,32364,50840,18910,18824,724,359877,342747,17130,12946,2640,596,0,"Congressional District 18 (114th Congress), Illinois",18,17,IL,IL-18,R,33.3,60.6,37.4,60.7,44.1,54.4,IL
399,350730,365765,38.7,716495,498774,134039,1167,10157,108243,664907,17496,43588,54187,71606,27103,169029,122534,16776,23984,110145,9530,52256,0.4438,39252,41.0,316239,1421,20489,54041,39586,20140,3352,14232,26826,47531,21427,10415,841,341905,314515,27390,80962,18607,920,663,"Congressional District 1 (114th Congress), Indiana",01,18,IN,IN-01,D,54.1,41.5,61.2,37.4,63.3,35.8,IN
400,359281,366134,37.5,725415,627718,48564,1989,11147,68410,680109,24800,38580,71485,61859,25350,180868,133940,11106,21787,104228,6915,48654,0.4391,39100,40.4,328483,5458,16528,90052,35570,12736,5545,13292,32657,40059,19150,10030,705,341605,323681,17924,54395,3082,1723,593,"Congressional District 2 (114th Congress), Indiana",02,18,IN,IN-02,R,36.1,59.3,42.1,56.1,49.6,49.3,IN
401,360680,375184,36.8,735864,646878,42659,2261,14313,44568,700730,17229,31240,59685,70794,26720,190018,146312,13245,25476,87850,8480,50690,0.4431,39643,40.0,351477,7114,20224,90993,39108,13810,5792,21262,25295,44900,22733,6829,697,365938,349076,16862,33929,3326,608,432,"Congressional District 3 (114th Congress), Indiana",03,18,IN,IN-03,R,30.1,65.1,35.7,62.5,43.0,56.0,IN
402,373810,373791,36.3,747601,667522,27370,1934,21284,44946,698683,31363,44137,45850,79426,27107,172960,142628,17233,26947,87583,8416,54897,0.4233,46248,38.9,365281,7413,21052,72927,39953,20580,5513,16088,42009,45759,26102,11159,753,376072,357983,18089,33331,959,601,329,"Congressional District 4 (114th Congress), Indiana",04,18,IN,IN-04,R,30.2,64.3,36.9,60.9,44.6,54.2,IN
403,369842,390370,37.9,760212,643033,64798,610,25061,33634,716297,21016,39521,37026,141164,33026,186290,156070,26895,55397,68490,25205,65165,0.4765,38730,40.7,391529,3564,19714,47111,42589,14587,9838,31991,38862,54659,26506,13880,867,405791,388555,17236,20924,2943,786,179,"Congressional District 5 (114th Congress), Indiana",05,18,IN,IN-05,R,41.3,53.1,40.7,57.5,46.6,52.6,IN
404,354333,367047,40.4,721380,672439,19186,2045,10117,17612,702637,10918,16014,54531,60201,25626,161094,142240,14380,17418,98300,6058,50588,0.4308,47091,41.1,336128,6290,20656,76104,38420,14897,3204,14188,27854,46216,23641,11632,715,351054,332601,18453,13094,1329,0,93,"Congressional District 6 (114th Congress), Indiana",06,18,IN,IN-06,R,27.4,67.7,37.3,60.4,43.6,55.0,IN
405,362258,387518,33.4,749776,461749,218178,2599,22464,80974,675717,50137,67328,85245,72579,22988,194327,87174,11520,20701,174070,4195,37939,0.4611,39174,37.4,343787,969,20462,37611,47402,27374,5835,19783,26463,40792,33385,13165,784,375319,341748,33571,54245,3992,501,1312,"Congressional District 7 (114th Congress), Indiana",07,18,IN,IN-07,D,59.0,36.2,62.9,35.3,66.3,32.8,IN
406,358780,362175,39.6,720955,663238,29119,1201,6903,16027,703924,9532,14827,58227,60558,24687,160229,141602,14055,18309,105880,7036,47134,0.4495,49740,40.5,334109,9820,23450,64712,35593,15922,5269,15516,24655,46558,26044,12964,670,347102,329931,17171,11365,991,519,0,"Congressional District 8 (114th Congress), Indiana",08,18,IN,IN-08,R,30.9,64.6,39.6,58.4,48.1,50.6,IN
407,363375,378607,37.3,741982,678343,21747,1898,17218,24680,711400,15708,26073,47900,79036,26443,164919,141058,16111,24843,96635,7737,52041,0.4339,50919,39.1,352933,4099,22154,60272,41777,17805,6832,20044,34178,48410,28051,12842,777,367188,347956,19232,16635,1880,1522,116,"Congressional District 9 (114th Congress), Indiana",09,18,IN,IN-09,R,34.2,61.1,40.7,57.2,46.2,52.7,IN
408,383124,388764,38.9,771888,700787,28817,2844,10272,28650,742179,15318,25132,39601,89343,28987,177501,158481,13273,27363,82315,9511,55645,0.4312,50417,40.2,400049,14906,23328,73669,50085,18802,8104,23367,38183,56577,22445,9327,663,405368,391504,13864,23019,845,305,227,"Congressional District 1 (114th Congress), Iowa",01,19,IA,IA-01,D,45.2,48.7,56.2,42.5,58.5,40.4,IA
409,387047,391282,38.1,778329,699043,31361,1107,18137,42462,736743,24355,36668,41517,85009,27417,176974,153701,16146,27919,102103,9106,52166,0.4424,49832,39.9,390223,11456,24822,70242,44674,16329,5694,20821,42301,62274,24485,11153,730,402458,384041,18417,30871,2986,168,120,"Congressional District 2 (114th Congress), Iowa",02,19,IA,IA-02,D,45.0,49.1,55.8,42.7,57.1,41.6,IA
410,399897,412567,36.7,812464,723549,33732,3677,24515,54484,753904,30825,53409,47254,118712,31439,203411,159102,17286,44201,90504,14440,59433,0.4451,48102,39.9,422482,9651,29357,44437,48140,20705,7838,54146,33942,60329,24217,14784,793,437092,417410,19682,44473,1004,534,54,"Congressional District 3 (114th Congress), Iowa",03,19,IA,IA-03,D,45.0,48.5,51.4,47.2,52.4,46.3,IA
411,379221,381997,38.9,761218,703293,12700,3926,15581,48722,725360,22538,33512,43293,83971,26552,170867,156720,12396,21433,92492,8582,51259,0.4326,48403,39.6,387139,24648,23502,63545,43728,18239,5868,19066,42206,52191,24258,12596,661,392215,378391,13824,37842,933,499,0,"Congressional District 4 (114th Congress), Iowa",04,19,IA,IA-04,R,33.5,60.9,45.3,53.4,48.5,50.2,IA
412,363813,351517,35.3,715330,623232,21759,4899,12362,112958,648162,41457,59352,55339,72958,25881,171696,140382,13061,21049,93868,6363,48559,0.4265,45333,37.3,341960,28463,23657,41624,36761,14771,6158,15098,38485,47506,22391,15219,725,354026,337750,16276,97266,2127,1027,326,"Congressional District 1 (114th Congress), Kansas",01,20,KS,KS-01,R,24.3,69.3,27.6,70.1,31.0,67.2,KS
413,352284,363468,37.1,715752,625863,31469,11640,11459,47616,687970,15342,22827,41848,79705,26024,165703,137512,14812,24669,110008,8025,50087,0.4525,52246,38.8,337507,9262,22691,35227,38673,17865,4774,21416,41651,51091,22835,19889,723,348819,331688,17131,39220,3693,748,8,"Congressional District 2 (114th Congress), Kansas",02,20,KS,KS-02,R,37.4,55.8,42.2,55.4,45.3,52.8,KS
414,371508,383888,36.5,755396,612722,64708,2261,34407,88598,674583,47101,74042,37155,148970,35768,195164,151481,26510,61238,66086,22864,71742,0.4672,40373,40.2,394038,2243,22409,34336,42546,17473,12884,35977,30474,55080,22125,15361,921,410347,393287,17060,68743,2093,1191,506,"Congressional District 3 (114th Congress), Kansas",03,20,KS,KS-03,D,47.2,46.0,44.3,53.8,48.8,49.9,KS
415,361619,363544,36.1,725163,603982,54173,8241,25993,87149,669490,24710,49499,49412,82862,27781,187671,131258,16005,28149,98917,9096,51427,0.4477,46939,40.1,343564,8399,24251,61456,40329,14946,6099,15230,33026,48956,24337,10385,741,358265,342129,16136,73844,3517,534,0,"Congressional District 4 (114th Congress), Kansas",04,20,KS,KS-04,R,33.0,60.2,36.1,61.6,39.5,58.6,KS
